q1,q2,q3,q4,q5,q6,q7,q29,q58,q65,q67,weight,stratum,psu
6,2,4,2,E,1.75,102.06,1,4,1,3,0.0605,300,430221
4,1,2,1,E,1.75,65.77,1,1,1,4,0.039,300,430221
7,1,4,2,E,1.6,54.43,3,3,1,1,0.0612,300,430221
4,2,1,1,E,1.73,72.58,1,1,1,1,0.0528,300,430221
4,1,2,2,A  D,1.57,57.15,1,2,1,1,0.0194,300,430221
7,2,4,2,A,1.8,61.24,1,5,1,2,0.0079,300,430221
5,2,,2,A   E,1.73,56.25,1,3,1,2,0.0072,300,430221
6,1,4,2,A,1.57,100.7,1,5,1,1,0.0119,300,430221
6,2,2,1,A,1.65,127.46,1,1,1,1,0.0439,300,430221
4,2,2,2,E,1.7,68.04,1,1,1,1,0.0877,300,430221
6,1,4,2,E,1.75,68.04,1,1,1,4,0.0612,300,430221
4,2,1,2,A   E,1.8,81.65,2,2,1,3,0.0068,300,430221
4,2,2,2,B,1.78,63.5,2,3,1,2,0.039,300,430221
6,1,4,2,E,1.7,45.36,1,2,1,3,0.0612,300,430221
6,1,4,2,A   E,1.63,55.34,1,3,1,3,0.0119,300,430221
3,1,1,2,E,1.47,44.45,2,1,1,2,0.0892,300,430221
5,1,2,2,E,1.52,59.42,1,2,1,1,0.0736,300,430221
6,1,4,2,A   E,1.75,63.5,1,2,1,2,0.0119,300,430221
4,2,2,1,,1.75,79.38,1,1,1,1,0.0439,300,430221
3,1,1,2,A C,1.55,52.16,3,1,1,4,0.0126,300,430221
4,2,2,2,E,1.73,61.24,1,1,1,1,0.0877,300,430221
6,1,4,1,A,1.57,52.16,1,1,1,1,0.0303,300,430221
5,2,2,2,A,1.83,63.5,1,1,1,2,0.0072,300,430221
4,2,2,2,A   E,1.7,58.97,1,3,1,2,0.0072,300,430221
6,2,4,2,E,1.88,70.31,1,7,1,2,0.0605,300,430221
4,1,1,2,A   E,1.65,56.7,1,3,1,2,0.0126,300,430221
3,2,1,2,A,1.8,70.31,1,1,1,1,0.0068,300,430221
5,1,2,2,A,1.63,67.59,1,1,2,4,0.0194,300,430221
4,2,2,1,A,1.75,97.52,3,1,3,1,0.0439,300,430221
5,2,2,2,A,1.83,77.11,1,7,1,1,0.0072,300,430221
4,1,2,2,A   E,1.7,56.7,1,1,1,1,0.0194,300,430221
5,2,2,2,E,1.73,77.11,2,1,1,1,0.0877,300,430221
3,2,1,1,A,1.7,65.77,1,3,1,3,0.0528,300,430221
4,2,2,2,A,,,1,,1,1,0.0072,300,430221
4,2,1,,A,1.8,71.22,2,4,1,3,0.0068,300,430221
4,1,1,2,A   E,1.7,64.41,1,1,1,1,0.0126,300,430221
4,2,1,2,A,1.57,81.65,1,1,1,1,0.0068,300,430221
4,1,1,2,A  DE,1.6,49.9,4,4,1,1,0.0126,300,430221
3,2,1,2,E,1.7,79.38,1,1,1,2,0.0855,300,430221
4,1,2,1,A   E,1.5,54.43,1,1,1,1,0.039,300,430221
7,2,4,2,E,1.8,74.39,1,2,1,2,0.0605,300,430221
4,2,1,2,E,1.78,61.24,1,1,1,2,3.7499,203,444981
5,2,2,2,E,1.68,61.24,1,1,1,4,3.7735,203,444981
6,2,3,2,E,1.73,88.91,1,7,1,4,3.8405,203,444981
3,1,1,2,C E,1.7,81.65,1,1,1,1,3.4617,203,444981
4,2,1,2,E,1.83,69.4,1,1,1,2,3.7499,203,444981
6,1,4,2,E,1.68,64.86,1,2,1,2,4.0009,203,444981
6,1,3,2,E,1.68,72.58,1,1,1,3,3.7522,203,444981
7,1,4,2,E,1.75,86.18,1,1,1,1,4.0009,203,444981
4,1,1,2,E,1.6,58.97,1,1,1,1,3.4912,203,444981
4,2,1,2,E,1.83,65.77,1,1,1,1,3.7499,203,444981
5,2,2,2,C E,1.73,88.91,1,1,1,4,3.7735,203,444981
6,1,3,2,E,1.63,68.04,1,4,1,1,3.7522,203,444981
7,2,4,2,E,1.73,55.34,1,1,1,4,4.0651,203,444981
3,1,1,2,E,1.68,63.5,1,3,1,1,3.4912,203,444981
5,1,2,2,E,1.65,65.77,1,1,1,1,3.899,203,444981
6,1,3,2,E,1.65,99.79,2,4,1,1,3.7522,203,444981
6,2,4,2,E,1.65,53.52,2,1,1,2,4.0651,203,444981
4,1,1,2,E,1.63,59.88,1,1,1,3,3.4912,203,444981
4,2,1,2,E,1.75,71.67,1,1,1,1,3.7499,203,444981
4,1,2,2,E,1.55,53.98,1,1,1,4,3.899,203,444981
4,2,1,2,E,1.65,45.81,1,1,1,2,3.7499,203,444981
5,1,2,2,E,1.6,58.97,1,1,1,1,3.899,203,444981
5,1,3,2,E,1.57,54.89,1,1,1,4,3.7522,203,444981
7,1,4,2,E,1.7,61.24,1,1,1,2,4.0009,203,444981
4,1,1,2,E,1.7,56.7,1,1,1,1,3.4912,203,444981
5,2,2,2,E,1.75,59.88,1,2,1,2,3.7735,203,444981
5,1,3,2,E,1.57,48.08,1,6,1,2,3.7522,203,444981
7,1,4,2,E,1.7,76.2,1,1,1,3,4.0009,203,444981
4,1,1,2,E,1.68,88.91,1,1,1,1,3.4912,203,444981
4,2,2,2,E,1.73,61.24,1,1,1,2,3.7735,203,444981
5,2,3,2,E,1.78,62.14,2,2,1,3,3.8405,203,444981
6,2,4,2,E,1.78,66.68,2,3,1,1,4.0651,203,444981
3,2,1,2,E,1.88,102.06,1,1,1,1,3.7499,203,444981
4,2,1,2,E,1.75,51.71,1,1,1,4,3.7499,203,444981
4,1,2,2,A   E,1.63,59.88,1,,,,2.3552,203,444981
4,2,1,2,E,1.65,54.43,1,1,1,4,3.7499,203,444981
5,1,2,2,E,1.6,53.07,1,1,1,3,3.899,203,444981
6,2,3,2,E,1.8,72.58,1,6,1,2,3.8405,203,444981
6,2,4,2,E,1.83,88.45,1,1,1,1,4.0651,203,444981
4,1,1,2,E,1.65,54.43,1,1,1,1,3.4912,203,444981
4,1,2,1,E,1.55,62.6,1,6,1,1,3.6828,203,444981
6,2,3,2,E,1.78,88.45,1,1,1,4,3.8405,203,444981
6,1,4,2,E,1.75,63.5,1,2,1,1,4.0009,203,444981
4,2,1,2,E,1.85,106.6,1,2,1,3,3.7499,203,444981
5,2,2,2,E,1.63,56.7,1,1,1,2,3.7735,203,444981
5,2,3,2,E,,,1,1,4,4,3.8405,203,444981
7,1,4,2,E,1.55,47.63,1,2,1,3,4.0009,203,444981
4,1,1,2,E,1.6,63.5,1,1,1,4,3.4912,203,444981
5,1,2,2,E,1.8,65.77,1,1,1,3,3.899,203,444981
6,2,3,2,E,1.78,63.5,1,7,1,3,3.8405,203,444981
6,1,4,2,E,1.65,65.77,1,1,1,1,4.0009,203,444981
4,1,1,2,E,1.6,54.43,1,3,1,1,3.4912,203,444981
3,2,1,2,E,1.65,47.17,1,1,1,2,3.7499,203,444981
5,2,2,2,E,1.85,77.11,1,1,1,3,3.7735,203,444981
6,1,3,2,E,1.65,54.43,1,1,1,3,3.7522,203,444981
4,2,1,2,E,1.75,65.32,1,1,3,3,3.7499,203,444981
4,2,2,2,E,1.73,63.5,1,3,1,1,3.7735,203,444981
5,2,3,2,E,1.83,86.18,1,2,1,1,3.8405,203,444981
4,2,1,2,E,1.52,44,1,1,1,2,3.7499,203,444981
4,2,2,2,E,1.75,74.84,1,2,1,2,3.7735,203,444981
6,1,3,2,B,1.57,74.84,1,2,1,1,2.5592,203,444981
6,1,4,2,E,1.63,65.32,1,1,1,1,4.0009,203,444981
4,2,1,2,E,1.68,56.7,1,1,1,3,3.7499,203,444981
4,1,2,2,E,1.57,49.9,1,2,1,2,3.899,203,444981
6,1,3,2,E,1.63,62.14,1,6,1,1,3.7522,203,444981
7,2,4,2,E,1.8,79.38,1,2,1,3,4.0651,203,444981
4,1,1,1,A,1.52,52.16,1,1,1,1,3.303,203,444981
4,2,1,2,E,1.68,58.97,1,1,1,4,3.7499,203,444981
5,2,2,2,E,1.75,109.77,1,1,1,3,3.7735,203,444981
6,1,3,2,E,1.68,54.43,1,1,1,1,3.7522,203,444981
5,2,2,2,E,1.85,80.74,1,5,1,2,3.7735,203,444981
6,2,3,2,E,1.9,91.17,2,4,1,1,3.8405,203,444981
7,1,4,2,E,1.57,79.38,1,2,2,1,4.0009,203,444981
4,2,1,2,E,1.83,72.58,1,1,1,4,3.7499,203,444981
4,1,2,2,C E,1.6,65.77,1,1,1,1,3.899,203,444981
5,1,3,2,E,1.8,80.74,1,1,1,1,3.7522,203,444981
6,1,4,2,E,1.65,68.04,1,1,1,1,4.0009,203,444981
4,1,1,2,E,1.63,53.07,1,1,1,1,3.4912,203,444981
4,2,2,2,DE,1.78,77.11,1,2,1,1,2.1394,203,444981
6,1,3,2,E,1.75,77.11,1,2,1,1,3.7522,203,444981
7,1,4,2,E,1.65,40.82,1,1,1,4,4.0009,203,444981
4,1,1,2,E,1.63,86.18,1,1,1,1,3.4912,203,444981
5,2,2,2,E,1.78,78.93,1,2,1,2,3.7735,203,444981
6,1,3,2,E,1.63,65.77,1,3,1,,3.7522,203,444981
7,1,4,2,E,,,2,1,1,1,4.0009,203,444981
4,1,1,2,E,1.68,68.04,1,1,1,4,3.4912,203,444981
3,1,1,2,E,1.63,50.8,1,1,1,1,2.0814,211,472861
4,2,1,2,B,1.68,48.99,1,1,1,2,2.3079,211,472861
5,2,1,2,E,1.78,66.68,1,1,1,2,2.2325,211,472861
4,2,1,2,B,1.75,61.24,1,1,1,2,2.3079,211,472861
5,2,1,2,,1.78,77.11,1,1,1,2,2.3079,211,472861
3,1,1,2,E,1.73,58.97,1,1,1,3,2.0814,211,472861
4,1,1,2,E,1.78,65.77,1,1,1,3,2.0814,211,472861
4,1,1,2,B  E,1.68,61.24,1,1,1,1,2.1518,211,472861
4,1,1,2,E,,,1,1,1,1,2.0814,211,472861
5,2,1,2,E,1.85,81.65,1,2,1,2,2.2325,211,472861
4,1,1,2,C,1.68,56.7,1,1,1,4,2.1518,211,472861
4,1,1,2,E,1.65,58.97,1,1,3,3,2.0814,211,472861
7,1,4,2,B DE,1.78,72.58,1,7,1,4,1.2319,211,472861
7,1,3,2,E,,,1,1,2,,3.01,211,472861
7,1,4,2,B,1.6,68.04,1,2,1,1,1.2319,211,472861
5,2,2,2,B,1.8,63.5,1,1,1,4,1.9792,211,472861
6,2,3,2,B  E,1.85,65.77,1,1,1,2,2.7398,211,472861
7,2,4,2,E,1.75,74.84,1,2,1,4,6.3417,211,472861
5,1,2,1,E,1.63,54.43,1,1,1,3,2.8334,211,472861
6,1,3,2,B,1.75,60.78,1,1,1,1,2.359,211,472861
7,2,4,2,E,1.93,88.45,1,3,1,2,6.3417,211,472861
5,1,2,2,B,1.63,47.63,1,1,1,4,2.8334,211,472861
6,1,3,2,B  E,1.63,44,1,3,1,4,3.01,211,472861
7,1,4,2,E,1.7,69.4,1,4,1,1,1.9295,211,472861
5,2,2,2,B,1.78,65.77,1,1,1,2,1.9792,211,472861
7,1,4,2,B,1.63,54.43,1,2,1,1,1.2319,211,472861
5,2,2,2,E,1.88,88.45,1,1,1,2,2.1375,211,472861
6,1,3,2,E,1.65,58.97,1,1,1,1,3.01,211,472861
6,1,3,2,E,,,1,1,1,1,3.01,211,472861
6,1,3,2,E,1.73,86.18,1,1,1,4,3.01,211,472861
7,2,3,2,E,1.7,52.16,1,2,1,2,2.7398,211,472861
7,1,4,2,E,1.63,72.58,1,1,1,1,1.9295,211,472861
5,1,2,2,B,1.65,49.9,1,1,1,1,2.8334,211,472861
6,2,3,2,E,1.85,68.04,1,2,1,2,2.7398,211,472861
6,1,4,1,A,1.6,47.63,1,3,1,4,1.2319,211,472861
4,2,2,2,C E,1.75,88.45,1,3,,1,1.9792,211,472861
7,1,4,2,E,1.7,56.7,1,1,1,4,1.9295,211,472861
4,1,2,2,E,1.57,52.16,1,2,1,1,3.06,211,472861
6,1,3,2,B,1.73,86.18,1,2,1,1,2.359,211,472861
7,1,4,2,B  E,1.73,61.24,1,3,1,1,1.9295,211,472861
5,1,2,2,B  E,1.68,56.7,1,1,1,1,2.8334,211,472861
6,2,3,2,B,1.7,74.39,1,1,1,4,2.1473,211,472861
7,2,4,2,B,,,1,2,1,3,4.049,211,472861
5,1,2,2,E,1.75,56.7,1,1,1,1,3.06,211,472861
6,2,3,1,A   E,1.78,74.84,1,1,1,4,2.1473,211,472861
6,1,4,2,E,1.68,61.24,1,1,1,1,1.9295,211,472861
5,2,2,2,B,1.85,71.22,1,1,1,2,1.9792,211,472861
6,2,,2,B,1.7,68.04,1,1,1,1,2.1473,211,472861
5,2,2,2,E,1.75,58.06,1,1,2,4,2.1375,211,472861
7,1,4,1,E,1.55,54.43,1,1,1,4,1.2319,211,472861
3,1,1,2,B,1.5,43.09,2,2,1,1,2.1518,211,472861
5,2,3,2,E,1.7,90.72,1,1,1,1,2.7398,211,472861
5,2,2,2,B,1.75,70.31,1,1,1,4,1.9792,211,472861
7,2,4,2,E,1.8,81.65,1,2,1,3,6.3417,211,472861
4,2,1,2,B,1.75,67.13,1,1,1,2,2.3079,211,472861
5,1,3,2,B,1.65,49.9,1,3,1,1,2.359,211,472861
5,2,2,2,B,1.88,81.65,1,1,1,4,1.9792,211,472861
7,2,4,2,B DE,1.73,87.09,1,4,1,2,4.049,211,472861
4,1,1,2,E,1.6,67.13,1,1,1,1,2.0814,211,472861
5,2,3,2,E,1.75,81.65,1,1,1,1,2.7398,211,472861
4,2,2,2,B,1.7,79.38,1,1,1,1,1.9792,211,472861
7,1,4,2,C,1.63,67.13,2,1,1,1,1.2319,211,472861
4,1,1,1,C,1.65,61.69,1,1,1,4,2.1518,211,472861
6,1,3,2,C,,,1,1,1,3,2.359,211,472861
4,1,2,2,B,1.6,56.7,1,1,1,1,2.8334,211,472861
6,1,4,2,E,1.65,56.7,1,1,1,1,1.9295,211,472861
4,2,1,2,B  E,1.73,83.01,1,1,1,1,2.3079,211,472861
5,1,3,2,B,1.65,65.77,1,1,1,1,2.359,211,472861
5,2,3,2,B,1.85,65.77,1,1,1,2,2.1473,211,472861
5,1,2,2,B,1.7,52.16,1,1,1,3,2.8334,211,472861
7,2,4,2,E,1.78,77.11,1,6,1,2,6.3417,211,472861
3,1,1,2,C,1.78,63.5,1,1,1,1,2.1518,211,472861
7,1,4,2,E,1.78,74.84,1,2,1,1,1.9295,211,472861
4,2,1,2,E,1.88,76.2,1,1,1,3,2.2325,211,472861
4,1,2,2,E,1.65,52.16,1,1,1,3,3.06,211,472861
7,1,4,2,B  E,1.63,58.06,1,3,1,4,1.2319,211,472861
4,2,1,2,B  E,1.83,68.04,1,1,1,4,2.3079,211,472861
5,2,3,2,B,1.9,79.38,1,2,1,4,2.1473,211,472861
4,2,2,2,DE,1.78,62.6,1,1,1,2,2.1375,211,472861
6,1,4,1,E,1.75,68.04,1,2,1,1,1.2319,211,472861
4,1,1,2,B  E,1.57,52.16,1,1,1,4,2.0814,211,472861
6,1,3,2,E,1.6,56.7,1,1,1,1,3.01,211,472861
5,2,2,2,B,1.68,54.89,1,1,1,2,1.9792,211,472861
7,1,4,2,B,1.57,57.15,1,1,1,1,1.2319,211,472861
6,2,3,2,BC,1.96,95.26,1,2,1,1,2.1473,211,472861
6,1,2,2,A,1.6,72.58,1,1,1,1,2.8334,211,472861
6,1,4,2,B,1.68,108.86,1,2,1,1,1.2319,211,472861
6,2,3,2,E,1.85,79.38,1,1,1,2,2.7398,211,472861
5,2,2,2,B  E,1.65,72.58,1,1,1,1,2.1375,211,472861
6,1,4,2,B,1.63,51.71,1,1,1,1,1.2319,211,472861
4,2,1,2,B,1.6,58.97,1,7,1,1,2.3079,211,472861
5,1,3,1,C E,1.6,48.54,1,2,1,1,0.1365,300,501810
5,1,3,2,E,1.6,54.43,1,2,1,4,0.1939,300,501810
3,2,1,2,E,1.73,55.79,1,1,1,1,0.2385,300,501810
6,2,3,1,E,1.83,72.58,1,1,1,3,0.0895,300,501810
4,1,1,1,E,1.57,50.35,1,1,1,1,0.1107,300,501810
3,2,1,2,E,1.63,53.07,1,7,2,2,0.2385,300,501810
5,2,2,2,E,1.8,104.33,1,1,1,1,0.384,300,501810
6,2,4,1,E,1.73,97.52,1,2,1,1,0.1136,300,501810
6,2,4,1,E,1.78,65.77,1,7,1,2,0.1136,300,501810
1,2,5,2,C E,1.47,35.38,5,7,2,1,0.2385,300,501810
4,2,1,2,E,1.73,58.97,1,1,4,2,0.2385,300,501810
6,2,3,1,A,1.75,106.14,1,1,1,4,0.0895,300,501810
5,2,1,1,,1.57,52.16,1,2,1,1,0.1474,300,501810
5,2,2,2,E,1.8,86.18,1,3,1,3,0.384,300,501810
7,2,4,2,E,1.75,81.65,1,1,3,1,0.2251,300,501810
6,2,3,1,E,1.63,52.16,1,2,1,3,0.0895,300,501810
6,1,3,1,A   E,1.6,63.05,3,2,1,1,0.1365,300,501810
3,1,1,2,E,1.7,54.43,1,1,1,1,0.181,300,501810
5,2,3,1,E,1.73,86.18,1,1,1,1,0.0895,300,501810
3,1,1,2,E,1.57,77.11,2,1,1,1,0.181,300,501810
4,1,2,1,C E,1.68,68.04,1,1,1,1,0.287,300,501810
6,1,4,2,A,1.65,63.5,1,1,1,1,0.0531,300,501810
6,1,4,2,E,1.63,48.08,1,6,1,4,0.2736,300,501810
6,1,3,2,E,,,1,1,1,1,0.1939,300,501810
6,2,3,1,E,1.73,70.31,1,2,1,3,0.0895,300,501810
3,2,1,1,D,1.65,50.8,1,1,1,1,0.1474,300,501810
7,1,3,1,C E,1.47,102.06,1,1,1,4,0.1365,300,501810
4,2,1,1,A,1.68,51.26,1,,,,0.1474,300,501810
4,2,2,2,E,1.83,54.43,1,1,1,2,0.384,300,501810
6,1,4,2,A,1.63,86.18,1,2,1,1,0.0531,300,501810
7,2,4,1,E,1.9,90.72,1,3,1,2,0.1136,300,501810
7,2,4,1,C E,1.7,81.65,1,7,1,1,0.1136,300,501810
5,1,3,2,A,1.63,49.44,1,1,1,3,0.0223,300,501810
4,2,1,1,,1.68,48.54,1,1,1,2,0.1474,300,501810
5,2,3,2,E,1.78,81.65,2,3,1,4,0.1359,300,501810
4,2,1,2,E,1.73,62.14,1,1,1,3,0.2385,300,501810
4,1,2,1,,,,1,1,1,,0.287,300,501810
6,2,3,2,,1.68,53.52,1,1,1,2,0.1359,300,501810
5,2,3,2,A,1.78,52.16,1,1,1,2,0.0163,300,501810
3,1,1,2,E,1.55,68.04,1,1,3,1,0.181,300,501810
4,1,1,1,E,,,1,,1,1,0.1107,300,501810
5,2,2,2,E,1.73,53.52,1,1,1,2,0.384,300,501810
7,2,4,1,E,1.83,70.31,1,6,1,2,0.1136,300,501810
7,2,4,2,E,1.83,58.97,1,1,1,2,0.2251,300,501810
5,2,3,1,,1.63,81.65,1,1,1,1,0.0895,300,501810
6,2,3,1,E,1.7,54.43,1,2,1,2,0.0895,300,501810
4,1,1,2,E,1.65,52.16,1,1,1,1,0.181,300,501810
5,2,3,2,E,1.85,90.72,1,1,1,1,0.1359,300,501810
3,2,1,2,E,1.68,63.5,1,1,1,1,0.2385,300,501810
4,,2,1,,,,1,1,2,1,0.287,300,501810
6,2,4,1,E,1.8,113.4,2,7,1,1,0.1136,300,501810
6,1,4,1,E,1.57,64.86,1,5,1,2,0.1355,300,501810
5,1,3,2,B D,1.63,60.78,1,,1,2,0.1021,300,501810
4,1,1,2,DE,1.52,46.72,1,1,1,1,0.1309,300,501810
6,2,3,2,A   E,1.83,111.13,1,2,1,1,0.0163,300,501810
4,1,1,1,,1.7,61.24,1,1,1,1,0.1107,300,501810
4,2,2,2,A,1.7,60.78,1,1,1,4,0.0315,300,501810
6,2,4,2,E,1.78,65.77,1,7,1,2,0.2251,300,501810
7,2,4,2,A,1.88,90.72,1,2,1,1,0.0293,300,501810
5,2,3,2,E,1.88,95.26,1,3,1,1,0.1359,300,501810
3,1,1,1,,1.65,63.5,1,1,1,1,0.1107,300,501810
6,2,3,2,A,1.8,106.6,2,6,1,1,0.0163,300,501810
3,1,1,1,,1.57,61.24,1,4,1,1,0.1107,300,501810
4,2,2,2,E,1.85,104.33,1,1,1,1,0.384,300,501810
7,1,4,2,E,1.57,72.58,1,2,1,4,0.2736,300,501810
7,1,4,2,E,1.75,81.65,2,5,1,1,0.2736,300,501810
4,2,2,1,C E,1.73,65.77,1,2,1,2,0.1921,300,501810
3,2,1,2,E,,,1,1,2,4,0.2385,300,501810
4,1,2,2,E,1.7,56.7,1,4,1,1,0.5417,300,501810
6,1,4,2,A,1.6,58.06,1,,,,0.0531,300,501810
7,1,4,1,E,1.63,58.97,1,2,,2,0.1355,300,501810
5,2,3,2,A,1.8,101.61,2,1,2,1,0.0163,300,501810
6,2,3,2,A,,,1,1,1,4,0.0163,300,501810
3,2,1,2,E,1.8,83.92,2,1,1,3,0.2385,300,501810
5,2,3,1,E,1.7,68.04,1,2,1,1,0.0895,300,501810
4,1,1,1,,1.6,73.94,2,2,3,1,0.1107,300,501810
4,1,2,1,A   E,1.52,47.17,1,2,3,1,0.287,300,501810
6,2,4,2,A,1.7,56.7,1,1,1,2,0.0293,300,501810
6,2,4,1,E,1.78,49.9,1,2,1,2,0.1136,300,501810
5,1,2,1,E,1.68,51.71,1,3,1,2,0.287,300,501810
3,2,1,2,A,1.68,67.13,1,1,1,3,0.0189,300,501810
5,1,3,2,A,1.65,48.54,2,1,1,2,0.0223,300,501810
4,2,1,2,E,1.68,52.16,1,2,1,2,0.2385,300,501810
5,2,2,1,E,1.8,77.11,1,2,1,1,0.1921,300,501810
6,2,4,2,E,1.6,49.44,1,1,1,4,0.2251,300,501810
7,2,4,2,E,1.83,74.84,1,6,1,3,0.2251,300,501810
6,2,3,1,,1.8,65.77,1,2,1,3,0.0895,300,501810
4,2,1,1,E,1.78,58.97,1,3,1,2,0.1474,300,501810
5,2,3,2,A,,,1,1,1,1,0.0163,300,501810
3,1,1,2,A,1.6,63.96,2,1,1,1,0.0256,300,501810
5,2,2,1,A   E,1.73,87.54,1,2,1,2,0.1921,300,501810
7,2,4,2,A,1.8,83.92,1,2,1,3,0.0293,300,501810
7,1,4,2,E,1.63,81.65,1,2,1,1,0.2736,300,501810
4,1,1,1,E,1.52,45.36,1,1,1,1,0.1107,300,501810
4,2,2,2,A,1.75,58.97,1,1,1,3,0.0315,300,501810
4,2,4,2,D,1.96,54.43,1,1,4,1,0.0999,300,501810
5,1,3,1,E,1.63,58.97,1,3,1,3,0.1365,300,501810
3,2,1,2,E,1.75,81.65,1,1,1,1,0.2385,300,501810
6,1,3,2,E,1.65,74.84,1,2,1,4,0.1939,300,501810
4,1,1,2,A,1.63,50.35,1,1,2,3,0.0256,300,501810
4,2,2,1,C E,1.73,58.97,2,2,2,2,0.1921,300,501810
6,2,3,2,E,1.78,79.38,1,1,1,4,0.1359,300,501810
5,2,3,2,E,1.88,74.84,1,1,1,4,0.1359,300,501810
3,1,1,2,D,1.57,65.77,1,1,1,1,0.1309,300,501810
7,2,3,2,A,1.83,95.26,1,2,1,2,0.0163,300,501810
5,1,1,2,C E,1.63,89.81,1,2,1,1,0.181,300,501810
4,2,2,2,E,1.8,70.31,1,1,4,2,0.384,300,501810
4,1,1,2,A,1.57,43.09,1,4,1,3,0.0256,300,501810
4,2,2,1,E,1.75,58.51,1,1,1,3,0.1921,300,501810
7,1,4,1,E,1.65,54.43,1,2,1,2,0.1355,300,501810
6,1,4,1,E,1.65,86.18,3,6,1,1,0.1355,300,501810
6,1,3,2,A,1.63,76.2,1,2,1,3,0.0223,300,501810
4,2,1,2,E,1.8,66.23,1,1,1,2,0.2385,300,501810
4,1,1,1,A,1.57,52.16,1,1,1,1,0.1107,300,501810
5,2,2,2,A,,,1,2,,,0.0315,300,501810
6,2,4,2,E,1.78,58.97,1,1,1,2,0.2251,300,501810
7,1,3,2,A,1.68,56.7,1,1,1,1,0.0223,300,501810
6,2,3,2,A,1.73,58.51,2,1,1,2,0.0163,300,501810
4,2,1,1,E,1.78,72.58,1,3,1,2,0.1474,300,501810
5,2,3,2,A,1.75,83.92,1,1,1,4,0.0163,300,501810
3,1,1,1,E,,,1,1,1,1,0.1107,300,501810
6,2,3,2,A,1.9,99.34,2,1,1,1,0.0163,300,501810
7,1,3,1,E,,,1,3,1,1,0.1365,300,501810
4,1,1,1,,1.6,54.43,2,1,1,1,0.1107,300,501810
5,2,3,2,E,1.85,115.67,1,4,1,2,0.1359,300,501810
5,1,1,2,E,1.57,56.7,1,1,1,1,0.181,300,501810
3,2,1,2,E,1.83,68.95,1,1,1,2,0.2385,300,501810
5,2,3,2,A   E,1.68,53.52,1,5,1,2,0.0163,300,501810
6,1,3,2,A,1.57,67.59,2,5,1,1,0.0223,300,501810
3,1,1,2,C E,1.68,53.52,3,4,1,1,0.0947,300,501810
5,2,3,2,A,1.78,98.43,1,4,1,1,0.0163,300,501810
4,1,1,2,D,1.57,51.26,1,1,1,3,0.1309,300,501810
4,2,1,2,E,1.8,86.18,1,1,1,1,0.2385,300,501810
3,2,1,2,E,1.68,64.86,1,1,1,4,0.2385,300,501810
5,1,3,1,E,1.57,59.42,1,1,1,3,0.1365,300,501810
4,1,1,1,DE,1.55,68.95,1,1,1,4,0.1107,300,501810
3,2,1,2,E,1.75,61.24,1,1,1,4,0.2385,300,501810
5,1,2,1,E,1.57,50.8,1,1,1,3,0.287,300,501810
7,2,4,2,E,1.7,52.16,1,1,1,3,0.2251,300,501810
6,1,3,1,C,1.52,45.36,1,2,1,4,0.63,300,500587
6,1,3,1,A   E,1.52,68.04,2,4,1,1,0.63,300,500587
5,1,2,1,E,1.52,67.13,1,1,1,1,0.7442,300,500587
6,1,3,1,E,1.55,48.99,2,1,1,1,0.63,300,500587
7,1,4,1,E,1.6,57.15,1,1,1,3,1.2293,300,500587
5,2,2,1,C E,1.63,108.86,1,1,1,1,1.2233,300,500587
6,1,3,1,,1.5,49.9,1,1,1,3,0.63,300,500587
6,2,3,2,E,1.78,58.06,1,1,1,4,1.6373,300,500587
6,2,3,1,,1.8,81.65,1,2,1,4,1.0787,300,500587
5,1,3,1,E,1.6,50.8,1,2,1,4,0.63,300,500587
5,1,2,1,E,,,1,1,1,1,0.7442,300,500587
5,1,2,1,E,1.7,89.81,1,2,1,1,0.7442,300,500587
5,2,2,1,E,1.75,61.24,1,1,1,3,1.2233,300,500587
4,1,2,1,E,1.63,70.31,1,2,1,1,0.7442,300,500587
6,1,4,1,E,1.57,74.84,2,2,1,1,1.2293,300,500587
5,1,2,1,E,1.6,56.7,3,1,1,4,0.7442,300,500587
5,2,2,1,E,1.68,131.54,1,1,1,1,1.2233,300,500587
3,1,1,1,A,1.6,48.54,1,1,1,4,0.8754,300,500587
6,1,3,1,E,1.6,49.9,1,1,1,2,0.63,300,500587
6,1,3,1,,1.55,54.89,1,2,1,1,0.63,300,500587
6,1,3,2,C,1.65,71.67,1,1,1,3,0.5002,300,500587
5,2,2,1,E,1.75,54.43,1,2,1,2,1.2233,300,500587
5,2,2,1,,1.78,79.38,1,1,1,2,1.2233,300,500587
6,1,3,1,E,1.73,70.31,1,1,1,1,0.63,300,500587
5,2,2,1,,1.83,90.72,1,1,1,1,1.2233,300,500587
5,2,2,1,E,1.78,65.77,1,3,1,2,1.2233,300,500587
5,2,2,1,,1.78,79.38,1,1,1,2,1.2233,300,500587
5,2,3,1,E,1.73,68.04,1,1,1,3,1.0787,300,500587
5,2,3,1,E,1.75,72.58,1,2,1,1,1.0787,300,500587
6,1,3,1,E,1.68,122.02,1,1,1,1,0.63,300,500587
6,2,3,1,E,1.7,61.24,1,1,1,4,1.0787,300,500587
6,2,3,1,E,1.8,63.5,1,3,1,3,1.0787,300,500587
6,1,2,1,C,1.63,68.04,2,5,1,1,0.7442,300,500587
5,1,2,1,C,1.52,68.49,1,1,1,4,0.7442,300,500587
