q1,q2,q3,q4,q5,q6,q7,q29,q58,q65,q67,weight,stratum,psu
4,2,2,2,A,1.78,113.4,1,,1,1,0.0051,300,531499
5,1,2,2,C E,1.65,68.04,1,1,1,1,0.0151,300,531499
4,2,1,2,C E,1.78,113.4,2,1,4,1,0.0236,300,531499
7,1,4,2,A,1.57,53.07,1,1,1,3,0.0086,300,531499
4,2,1,2,A,1.73,58.97,1,,,,0.0029,300,531499
6,2,3,2,A,1.83,68.04,1,4,1,2,0.0052,300,531499
7,2,4,2,A,1.8,58.97,1,2,1,3,0.0037,300,531499
5,1,3,2,A,1.65,74.84,1,1,1,1,0.0145,300,531499
4,1,2,2,A   E,1.65,62.14,1,,1,2,0.0074,300,531499
4,1,2,2,A   E,1.68,111.13,1,1,1,1,0.0074,300,531499
5,2,1,2,A,1.83,77.11,1,,1,1,0.0029,300,531499
7,1,4,2,A,1.5,45.36,1,2,1,2,0.0086,300,531499
4,1,1,2,A,1.7,62.6,1,1,1,1,0.0089,300,531499
6,2,3,2,ABCDE,1.78,54.43,1,7,1,2,0.0052,300,531499
7,1,4,2,A C,1.7,81.65,1,1,1,1,0.0086,300,531499
5,2,3,2,A,1.6,61.24,1,3,1,3,0.0052,300,531499
4,2,2,2,C,1.75,83.92,1,3,1,1,0.0279,300,531499
4,1,2,2,A,1.52,52.62,1,3,1,1,0.0074,300,531499
5,2,1,2,A,,,1,2,1,3,0.0029,300,531499
5,2,3,2,A,1.73,81.65,1,2,4,1,0.0052,300,531499
7,2,4,2,A,1.8,72.58,1,2,1,4,0.0037,300,531499
5,1,2,2,A,1.63,63.5,1,1,1,1,0.0074,300,531499
5,2,2,2,A,1.75,75.3,1,7,1,2,0.0051,300,531499
3,2,1,2,A C E,1.75,65.32,1,,1,3,0.0029,300,531499
7,1,4,1,E,1.63,89.81,1,2,1,1,0.022,300,531499
5,2,1,2,C,1.85,59.88,1,1,,,0.0236,300,531499
6,1,3,2,C,1.65,73.94,1,7,1,3,0.0704,300,531499
6,2,4,2,A   E,1.7,61.24,1,3,1,3,0.0037,300,531499
4,2,2,2,A,1.78,60.78,1,1,1,2,0.0051,300,531499
5,1,2,2,A,1.68,65.77,1,1,1,3,0.0074,300,531499
4,1,1,2,A   E,,,1,1,1,1,0.0089,300,531499
6,1,4,2,A,1.78,80.74,1,1,1,2,0.0086,300,531499
4,2,1,2,A,1.73,64.41,1,3,1,4,0.0029,300,531499
6,2,3,2,A,1.75,86.18,1,1,1,3,0.0052,300,531499
6,1,4,1,,1.55,46.27,1,2,1,4,0.022,300,531499
6,2,3,2,A   E,1.7,113.4,1,2,1,1,0.0052,300,531499
5,1,2,1,A,,,1,1,1,1,0.0148,300,531499
2,2,1,2,C,1.75,66.68,1,1,1,2,0.0236,300,531499
6,1,4,2,A,1.55,60.78,1,1,1,1,0.0086,300,531499
4,2,1,2,A,1.73,119.75,1,1,1,1,0.0029,300,531499
5,2,1,2,E,1.88,130.64,3,7,1,1,0.0361,300,531499
6,1,3,2,A,1.68,54.43,1,2,1,3,0.0145,300,531499
6,1,4,2,A,1.65,79.38,3,4,3,1,0.0086,300,531499
4,2,1,2,A   E,,,1,1,1,1,0.0029,300,531499
6,1,4,2,A   E,1.55,83.92,,6,1,3,0.0086,300,531499
3,1,1,2,A,1.78,107.05,2,1,1,1,0.0089,300,531499
6,2,3,2,A,1.85,88.45,1,6,1,1,0.0052,300,531499
7,2,4,2,A,1.83,56.7,1,1,1,2,0.0037,300,531499
5,1,2,2,A,1.68,77.11,1,1,1,1,0.0074,300,531499
5,1,2,2,A,1.5,56.7,1,1,1,1,0.0074,300,531499
5,2,1,2,A   E,1.73,81.65,1,7,1,3,0.0029,300,531499
6,2,4,2,A,1.83,61.24,1,4,1,2,0.0037,300,531499
4,1,1,2,E,1.7,86.18,1,1,1,3,0.0632,300,531499
5,2,3,2,A,1.75,74.84,1,1,4,3,0.0052,300,531499
5,1,2,2,A,1.6,52.16,1,3,1,1,0.0074,300,531499
4,1,2,2,A,1.7,54.43,2,4,1,2,0.0074,300,531499
3,2,1,2,A,1.85,61.24,1,1,1,2,0.0029,300,531499
7,2,4,2,A,1.83,92.99,1,2,4,1,0.0037,300,531499
5,1,1,2,A,1.6,65.32,1,1,,1,0.0089,300,531499
5,2,3,1,,1.8,104.33,1,1,1,1,0.0284,300,531499
7,2,4,2,A   E,1.7,71.22,1,1,1,1,0.0037,300,531499
4,1,1,2,E,1.88,172.37,1,1,1,1,0.0632,300,531499
5,1,2,2,A,1.55,52.16,1,1,,,0.0074,300,531499
5,2,2,2,A,1.83,97.52,1,5,,,0.0051,300,531499
5,2,1,2,A,1.7,102.06,1,7,1,1,0.0029,300,531499
6,1,4,2,A,1.55,54.43,1,1,1,3,0.0086,300,531499
4,1,1,2,E,1.73,58.97,1,1,1,4,0.0632,300,531499
5,2,3,2,A,1.63,56.7,1,,,,0.0052,300,531499
7,2,4,2,A,1.75,56.7,1,2,1,3,0.0037,300,531499
6,2,3,2,A C,1.83,85.28,1,2,1,3,0.0052,300,531499
5,2,2,2,A,1.83,72.58,1,3,1,2,0.0051,300,531499
4,1,2,2,A,1.7,74.84,1,1,1,4,0.0074,300,531499
3,2,1,2,A,1.73,68.04,1,1,1,1,0.0029,300,531499
4,1,1,2,A,1.63,61.69,1,1,1,1,0.0089,300,531499
5,1,2,2,A,1.57,58.97,1,2,1,2,0.0074,300,531499
6,2,4,2,A,1.75,63.5,1,2,1,3,0.0037,300,531499
5,1,2,2,A,1.6,52.62,2,1,1,3,0.0074,300,531499
3,2,1,1,E,1.73,60.33,1,2,1,1,0.0223,300,531499
6,2,4,2,A,1.78,108.86,1,2,1,3,0.0037,300,531499
4,1,1,2,A,1.52,36.74,1,1,1,2,0.0089,300,531499
6,2,3,2,A,1.78,55.79,1,1,1,3,0.0052,300,531499
6,2,4,2,A,1.8,61.69,1,1,1,2,0.0037,300,531499
5,1,2,2,A   E,1.63,65.77,4,2,1,4,0.0074,300,531499
4,2,2,2,A,1.85,66.23,1,1,1,2,0.0051,300,531499
3,2,1,2,A C E,1.83,70.31,1,1,1,2,0.0029,300,531499
7,1,4,1,,1.6,61.24,1,2,1,1,0.022,300,531499
6,1,3,2,A,1.63,55.79,,,,1,0.0145,300,531499
7,2,3,2,A,1.7,68.04,1,,1,1,0.0052,300,531499
6,1,4,2,A   E,1.63,53.52,1,1,1,3,0.0086,300,531499
5,2,2,2,C,1.83,68.95,1,,1,2,0.0279,300,531499
4,2,2,2,A,1.83,52.16,1,1,1,2,0.0051,300,531499
4,2,1,2,E,1.7,55.79,1,1,1,3,0.0361,300,531499
6,2,4,2,A   E,1.75,61.24,1,2,1,2,0.0037,300,531499
3,1,1,2,A,1.52,68.04,1,1,1,1,0.0089,300,531499
4,2,1,2,A,1.63,99.79,1,1,1,1,0.0029,300,531499
7,2,4,2,A,1.73,72.58,2,2,1,2,0.0037,300,531499
4,2,2,2,C,,,1,1,1,1,0.0279,300,531499
6,1,2,2,A,1.73,94.35,1,4,1,1,0.0074,300,531499
5,1,2,2,A,1.52,53.07,1,3,,2,0.0074,300,531499
5,1,2,2,A,,,1,2,1,2,0.0074,300,531499
4,2,2,2,A,1.8,86.18,1,,,,0.0051,300,531499
5,2,2,2,E,1.7,56.7,2,3,1,2,0.0617,300,531499
7,1,4,2,A,1.57,48.08,1,2,1,2,0.0086,300,531499
6,2,4,2,A,1.75,63.5,1,1,1,3,0.0037,300,531499
7,2,4,2,E,1.78,86.18,1,4,1,2,0.0284,300,531499
6,1,4,2,A,1.63,127.01,1,1,1,1,0.0086,300,531499
5,1,2,2,A   E,1.6,52.16,1,1,1,3,0.098,300,531499
6,1,3,2,A,1.63,104.33,1,1,1,1,0.0155,300,531499
6,2,3,2,A,1.78,86.18,1,1,1,1,0.011,300,531499
5,2,2,2,A C E,1.75,77.11,1,1,1,3,0.0395,300,531499
5,1,3,2,A C,1.7,81.65,1,1,1,1,0.0155,300,531499
5,2,2,1,B,1.68,81.65,2,1,1,1,0.2406,300,531499
5,2,3,2,A,1.78,96.16,1,3,1,1,0.011,300,531499
5,2,3,2,A,1.96,131.54,1,6,1,4,0.011,300,531499
4,1,2,1,,,,3,1,1,1,0.1971,300,531499
6,2,3,2,A,1.78,63.5,1,7,1,2,0.011,300,531499
6,2,3,2,C,1.6,54.43,2,2,1,4,0.0446,300,531499
4,2,2,2,E,,,1,2,1,4,0.481,300,531499
5,2,3,2,E,1.68,77.11,3,1,2,1,0.0918,300,531499
6,2,3,1,ABCDE,1.7,58.97,1,5,1,2,0.0605,300,531499
5,1,2,2,E,1.63,79.38,1,1,1,1,0.3719,300,531499
5,1,3,2,A,1.63,56.7,1,1,1,4,0.0155,300,531499
6,2,2,1,,1.8,95.26,1,1,1,1,0.2406,300,531499
6,1,3,2,A  D,1.7,79.38,2,7,1,1,0.0155,300,531499
6,2,3,2,C,1.96,140.62,1,5,1,1,0.0446,300,531499
6,,3,2,,,,1,2,1,3,0.0605,300,531499
6,2,3,2,A,1.8,79.38,1,2,1,4,0.011,300,531499
6,2,3,2,A,,,1,1,1,1,0.011,300,531499
5,2,2,1,C E,1.78,97.07,1,1,1,1,0.2406,300,531499
6,1,3,1,E,1.68,72.58,1,3,1,1,0.0949,300,531499
6,,3,1,A,,,3,1,4,4,0.0605,300,531499
7,2,3,1,A,1.65,81.65,1,1,1,1,0.0605,300,531499
6,1,3,2,A,1.68,58.97,1,4,1,1,0.0155,300,531499
6,2,3,1,B  E,1.65,55.34,1,4,1,2,0.0605,300,531499
6,1,3,2,A C E,1.63,74.84,1,4,1,4,0.0155,300,531499
5,2,3,2,A,1.73,61.24,1,2,1,3,0.011,300,531499
6,1,3,2,E,1.57,45.36,1,,,,0.1348,300,531499
7,2,4,1,,1.65,90.72,1,2,1,1,0.0701,300,531499
7,1,4,2,CD,1.63,61.24,1,1,1,2,0.1473,300,531499
3,2,1,1,,1.65,52.62,1,1,1,2,0.1345,300,531499
6,1,4,1,E,1.6,63.5,1,7,1,1,0.0622,300,531499
4,2,1,2,C,1.85,127.01,1,1,1,1,0.1419,300,531499
6,2,4,2,A C E,1.8,113.4,1,2,1,1,0.0181,300,531499
5,1,1,1,D,1.52,58.97,1,1,1,1,0.206,300,531499
6,2,1,1,E,,,1,,4,3,0.1345,300,531499
5,1,1,2,C,1.57,77.11,1,1,1,3,0.1761,300,531499
6,2,4,2,A C,1.96,82.56,1,7,1,3,0.0181,300,531499
4,1,1,2,A   E,1.57,43.09,1,1,1,2,0.0476,300,531499
4,1,1,2,C,,,1,1,1,1,0.1761,300,531499
7,1,4,1,A C,1.57,48.54,5,1,1,1,0.0622,300,531499
5,1,1,1,,1.6,45.81,1,1,,4,0.206,300,531499
7,2,4,2,E,1.68,54.89,1,3,4,2,0.139,300,531499
7,1,4,2,A CD,1.52,83.92,1,1,1,1,0.0244,300,531499
4,2,1,1,,1.65,69.4,1,1,1,1,0.1345,300,531499
3,2,1,2,A   E,1.75,127.01,1,1,1,1,0.0173,300,531499
6,1,4,2,C,1.63,79.38,1,2,1,1,0.1473,300,531499
6,1,4,1,,1.52,57.15,1,1,1,2,0.0622,300,531499
,2,1,1,,,,1,1,1,,0.1345,300,531499
6,1,4,2,C,1.55,79.83,1,4,1,1,0.1473,300,531499
7,1,4,1,E,1.6,55.79,1,1,1,3,0.0622,300,531499
4,2,1,2,A,1.68,81.65,1,1,1,1,0.0173,300,531499
6,2,4,2,A,1.85,65.77,1,1,1,2,0.0181,300,531499
6,1,4,2,A C,1.8,54.43,1,4,1,2,0.0244,300,531499
4,2,1,1,,1.57,81.65,1,,,,0.1345,300,531499
7,2,4,2,A,1.8,81.65,1,,,,0.0181,300,531499
3,2,1,1,,1.85,74.39,1,1,1,1,0.1345,300,531499
7,2,4,2,C,1.85,149.69,1,1,1,1,0.1169,300,531499
7,2,4,2,A,1.73,65.77,1,7,1,2,0.0181,300,531499
4,2,1,2,A,1.8,68.04,1,1,1,2,0.0173,300,531499
4,1,1,2,E,1.57,53.98,1,3,1,4,2.1951,101,557432
6,1,4,2,E,1.7,70.31,1,1,1,4,0.6486,101,557432
5,2,2,2,E,1.78,92.99,1,1,1,3,2.2717,101,557432
6,2,4,2,E,1.78,79.38,2,3,1,1,0.898,101,557432
6,1,4,2,E,1.63,61.24,1,2,1,4,0.6486,101,557432
4,2,2,2,E,1.75,68.95,1,4,1,3,2.2717,101,557432
6,1,4,2,E,1.57,54.43,1,1,1,1,0.6486,101,557432
7,2,4,2,E,1.8,74.84,1,1,1,3,0.898,101,557432
6,1,4,2,E,1.6,86.18,2,5,1,1,0.6486,101,557432
5,2,3,2,E,1.7,61.24,1,2,1,3,1.2316,101,557432
5,1,3,2,E,1.68,52.62,1,1,1,3,0.673,101,557432
5,1,3,2,E,1.68,54.43,2,1,1,1,0.673,101,557432
7,2,4,2,E,1.88,86.18,1,,1,1,0.898,101,557432
6,2,3,2,E,1.6,53.07,1,1,1,3,1.2316,101,557432
4,1,2,2,E,1.63,49.9,1,1,1,4,2.5584,101,557432
6,2,4,2,E,1.75,71.67,1,1,1,2,0.898,101,557432
6,1,3,2,E,1.65,58.06,1,3,2,1,0.673,101,557432
7,2,4,2,E,1.73,63.5,1,1,1,4,0.898,101,557432
4,2,2,2,E,1.9,161.03,1,1,1,1,2.2717,101,557432
4,1,2,2,E,1.75,61.69,2,,3,1,2.5584,101,557432
4,1,1,2,A   E,1.73,68.04,1,4,1,4,0.6155,101,557432
5,1,3,2,E,1.7,52.16,2,1,1,1,0.673,101,557432
7,1,4,2,E,1.57,51.26,1,4,1,1,0.6486,101,557432
5,1,3,2,E,1.83,106.6,1,1,1,4,0.673,101,557432
7,1,4,2,E,1.7,68.04,1,1,2,1,0.6486,101,557432
5,1,3,2,E,,,1,1,2,1,0.673,101,557432
7,1,4,2,E,1.63,49.9,1,2,1,2,0.6486,101,557432
6,2,4,2,E,1.7,122.47,1,1,1,1,0.898,101,557432
5,2,3,2,E,1.88,89.36,1,3,1,2,1.2316,101,557432
5,1,2,2,E,1.6,51.71,3,1,1,1,2.5584,101,557432
6,1,3,2,E,1.68,83.92,1,1,1,1,0.673,101,557432
3,1,1,2,E,,,3,4,1,1,2.1951,101,557432
4,1,2,2,E,1.6,62.14,1,1,1,1,2.5584,101,557432
5,2,2,2,E,1.7,54.43,1,3,1,2,2.2717,101,557432
6,1,3,2,E,1.7,58.51,2,2,1,1,0.673,101,557432
4,2,2,2,E,1.65,67.59,1,1,1,1,2.2717,101,557432
7,2,4,2,E,2.01,104.33,1,1,1,3,0.898,101,557432
5,2,3,2,E,1.7,58.97,1,2,1,2,1.2316,101,557432
7,2,4,2,E,1.83,108.86,2,1,1,1,0.898,101,557432
7,1,4,2,E,1.68,81.65,2,1,1,1,0.6486,101,557432
6,1,4,2,E,1.63,61.69,1,2,1,1,0.6486,101,557432
4,2,2,2,E,1.9,88.45,1,1,1,3,2.2717,101,557432
4,2,2,2,E,1.8,58.97,1,1,1,4,2.2717,101,557432
5,2,3,2,E,1.7,69.85,1,1,1,1,1.2316,101,557432
3,1,1,2,E,1.6,44.45,1,3,1,4,2.1951,101,557432
5,2,3,2,A   E,1.83,63.5,1,2,1,2,0.2937,101,557432
7,1,4,2,C,,,2,,,,0.7054,101,557432
6,1,4,2,E,1.63,54.43,1,1,1,1,0.6486,101,557432
5,1,3,2,E,1.6,65.77,1,3,1,1,0.673,101,557432
5,2,2,,E,1.8,48.08,1,1,1,3,2.2717,101,557432
7,1,4,2,E,,,1,,,,0.6486,101,557432
5,2,2,,E,1.78,69.4,1,1,1,3,0.701,101,557432
4,1,2,2,E,,,1,1,1,4,0.9936,101,557432
5,2,3,2,E,1.85,68.04,1,2,1,2,1.3258,101,557432
7,2,4,2,C E,1.88,58.97,1,1,1,2,1.2164,101,557432
3,2,1,2,E,1.75,97.52,1,1,1,4,0.9407,101,557432
4,1,2,2,E,,,1,3,1,1,0.9936,101,557432
3,2,1,2,E,1.73,98.43,1,1,1,1,0.9407,101,557432
4,2,2,2,E,1.8,81.65,1,1,1,1,0.701,101,557432
5,2,3,2,B,,,1,1,1,4,0.4429,101,557432
7,1,4,2,B,1.57,48.99,1,1,1,4,0.7066,101,557432
3,1,1,1,E,1.47,53.98,1,1,1,1,0.7663,101,557432
5,1,2,2,E,1.68,72.58,5,2,1,1,0.9936,101,557432
4,2,1,2,E,1.78,113.4,1,1,4,4,0.9407,101,557432
4,2,2,2,E,1.88,115.21,2,2,1,4,0.701,101,557432
4,1,1,2,E,1.65,74.84,1,1,2,4,0.8825,101,557432
5,2,2,2,E,1.85,72.58,2,3,1,2,0.701,101,557432
6,2,3,2,C,1.9,78.93,1,7,1,2,0.7905,101,557432
7,2,4,1,C,1.65,96.62,1,1,2,4,1.2028,101,557432
4,1,1,2,E,1.68,72.58,1,1,1,1,0.8825,101,557432
6,1,2,2,B,1.55,48.54,1,1,1,4,0.267,101,557432
6,2,3,2,E,1.93,91.17,1,1,1,1,1.3258,101,557432
4,2,1,2,E,1.8,80.74,1,7,1,1,0.9407,101,557432
5,2,2,2,E,1.73,68.04,1,1,1,1,0.701,101,557432
5,2,3,2,E,1.75,56.7,1,7,1,4,1.3258,101,557432
7,2,4,2,E,1.8,79.38,1,1,1,1,1.5089,101,557432
3,2,1,2,E,1.73,72.58,1,1,1,4,0.9407,101,557432
4,2,2,2,E,1.88,66.23,1,1,2,2,0.701,101,557432
5,1,3,2,E,1.7,97.98,1,1,1,1,1.1567,101,557432
7,2,4,2,E,1.88,90.27,1,1,1,3,1.5089,101,557432
3,2,1,2,E,1.63,58.06,1,2,1,3,0.9407,101,557432
4,1,2,2,E,,,1,6,1,,0.9936,101,557432
5,1,3,2,A   E,1.7,61.24,3,4,1,1,0.369,101,557432
6,2,4,2,E,1.65,54.43,1,1,1,4,1.5089,101,557432
4,2,1,2,E,1.75,76.2,1,1,1,3,0.9407,101,557432
5,1,2,2,E,1.65,54.43,1,1,1,4,0.9936,101,557432
7,1,4,2,A   E,1.55,49.9,1,3,3,2,0.7728,101,557432
5,1,1,2,E,1.57,46.72,3,1,1,3,0.8825,101,557432
5,2,2,1,A,1.9,79.38,1,3,1,3,0.7862,101,557432
6,2,3,2,E,1.75,68.04,1,1,1,4,1.3258,101,557432
6,1,4,2,E,1.63,52.16,1,2,1,3,1.3256,101,557432
5,1,1,2,E,1.55,51.71,4,6,3,3,0.8825,101,557432
4,2,2,2,E,1.9,79.38,1,1,1,4,0.701,101,557432
6,2,3,2,E,1.75,81.65,1,4,2,3,1.3258,101,557432
4,1,1,2,E,1.6,44.45,1,1,1,1,0.8825,101,557432
4,2,1,2,E,,,1,1,1,4,0.9407,101,557432
5,1,2,1,C,1.55,60.33,1,2,1,1,0.996,101,557432
6,2,3,2,E,1.75,65.77,1,1,1,2,1.3258,101,557432
7,2,4,2,E,1.7,52.16,1,1,1,4,1.5089,101,557432
3,1,1,2,E,1.6,65.77,1,1,1,1,0.8825,101,557432
5,2,2,2,E,1.8,73.94,1,1,1,2,0.701,101,557432
5,1,2,2,E,1.73,63.5,1,4,1,1,0.9936,101,557432
6,2,3,2,E,1.75,79.38,1,1,1,4,1.3258,101,557432
6,2,4,2,E,1.8,77.11,1,3,1,4,1.5089,101,557432
5,2,2,2,E,1.68,72.58,1,1,1,4,0.701,101,557432
6,1,3,2,A,1.45,59.88,2,7,1,1,0.369,101,557432
7,2,4,2,E,1.8,74.84,1,3,1,4,1.5089,101,557432
4,2,1,2,C E,1.6,63.5,1,1,1,1,0.8915,101,557432
5,2,2,2,E,1.68,76.66,1,1,1,4,0.701,101,557432
4,2,1,2,C,1.75,88.91,1,1,1,1,0.8915,101,557432
5,2,2,2,E,1.85,68.04,1,1,1,2,0.701,101,557432
3,1,1,2,E,1.55,44,1,1,1,4,0.8825,101,557432
5,2,2,2,E,1.83,70.31,1,4,1,2,0.701,101,557432
6,2,3,2,E,1.9,56.7,1,2,1,4,1.3258,101,557432
3,1,1,2,E,1.57,55.79,1,3,1,4,0.8825,101,557432
3,1,1,2,E,1.6,63.5,1,1,1,1,0.8081,101,560217
5,2,2,2,E,1.83,117.94,1,1,1,1,1.6805,101,560217
7,2,4,2,E,1.78,106.6,1,3,1,1,1.9082,101,560217
4,1,1,2,A   E,1.68,57.61,1,1,1,3,0.2266,101,560217
3,1,1,2,E,1.7,80.29,1,1,1,1,0.8081,101,560217
5,1,2,2,E,1.65,54.43,1,3,1,4,1.8927,101,560217
6,2,3,2,E,1.73,60.78,1,2,1,3,2.6133,101,560217
7,2,4,2,E,1.75,99.79,1,1,1,3,1.9082,101,560217
4,2,1,2,E,1.63,54.43,1,1,1,4,1.3746,101,560217
4,1,1,2,E,1.57,50.35,1,1,1,1,0.8081,101,560217
4,2,1,2,E,1.78,68.04,2,2,1,3,1.3746,101,560217
5,1,2,2,C E,1.63,64.86,1,1,1,1,1.1318,101,560217
6,1,3,2,E,1.63,49.9,3,3,1,1,0.8113,101,560217
7,2,4,1,E,1.83,67.13,1,1,1,4,1.521,101,560217
3,2,1,2,B,1.6,52.16,1,1,1,3,0.4055,101,560217
4,2,1,2,E,1.73,96.62,1,1,1,1,1.3746,101,560217
4,1,1,2,E,1.63,50.35,1,2,1,3,0.8081,101,560217
5,1,2,2,E,1.7,78.93,1,1,1,4,1.8927,101,560217
5,1,3,2,E,1.6,52.16,1,1,1,3,0.8113,101,560217
6,2,4,2,B  E,1.83,61.24,2,7,1,4,1.1974,101,560217
4,1,1,2,E,1.65,48.99,1,1,1,3,0.8081,101,560217
5,1,2,2,E,1.7,61.24,1,1,1,1,1.8927,101,560217
5,1,3,2,E,1.65,54.89,1,2,1,4,0.8113,101,560217
6,2,3,2,E,1.75,74.84,1,7,1,2,2.6133,101,560217
4,2,1,2,C,1.78,79.38,2,2,1,2,1.3026,101,560217
4,1,1,2,B,1.6,79.38,1,1,1,1,0.3008,101,560217
5,2,2,2,E,1.73,94.35,1,1,1,1,1.6805,101,560217
5,2,3,2,E,1.7,63.96,1,1,1,4,2.6133,101,560217
6,2,4,2,C E,1.75,68.04,1,4,1,1,1.5382,101,560217
4,1,1,2,E,,,1,1,1,4,0.8081,101,560217
5,1,1,2,E,1.7,60.33,1,1,1,1,0.8081,101,560217
5,1,2,2,E,1.68,68.04,1,1,1,1,1.8927,101,560217
6,1,3,2,E,1.7,58.97,1,2,1,4,0.8113,101,560217
7,2,4,2,E,1.8,63.5,1,,,,1.9082,101,560217
5,1,1,2,E,1.68,65.32,1,1,1,1,0.8081,101,560217
5,2,2,2,E,1.8,122.47,1,2,1,1,1.6805,101,560217
5,2,3,1,E,1.73,54.43,1,2,1,3,2.2367,101,560217
7,1,4,2,A   E,1.5,37.2,1,4,1,2,0.9773,101,560217
4,2,1,2,E,1.55,56.25,1,1,1,2,1.3746,101,560217
4,1,2,2,E,1.65,56.25,1,2,1,1,1.8927,101,560217
6,1,3,2,E,1.68,56.7,1,2,1,,0.8113,101,560217
6,2,4,2,E,1.83,80.74,2,3,1,2,1.9082,101,560217
4,1,1,2,E,1.68,56.7,1,1,1,3,0.8081,101,560217
5,1,2,2,E,1.85,86.18,1,1,1,1,1.8927,101,560217
6,1,3,2,E,1.63,81.65,1,1,1,1,0.8113,101,560217
7,2,4,2,E,1.78,81.65,1,2,1,1,1.9082,101,560217
4,2,1,2,E,1.78,61.24,1,1,1,2,1.3746,101,560217
5,1,2,2,E,1.73,102.06,1,1,1,1,1.8927,101,560217
5,1,3,2,E,1.65,65.77,1,1,1,1,0.8113,101,560217
4,1,1,2,E,1.55,43.09,1,1,1,1,0.8081,101,560217
4,2,1,2,E,1.85,90.72,1,1,1,2,1.3746,101,560217
5,2,2,2,A   E,1.8,113.4,1,1,1,4,0.3349,101,560217
6,1,3,2,E,1.68,58.97,1,2,1,1,0.8113,101,560217
6,2,4,2,E,1.93,83.92,5,2,1,1,1.9082,101,560217
4,1,1,2,E,1.57,58.51,1,1,1,4,0.8081,101,560217
5,1,2,2,E,1.78,58.97,1,1,1,1,1.8927,101,560217
5,1,3,2,E,1.65,46.72,1,1,1,4,0.8113,101,560217
7,2,4,2,E,1.78,74.84,1,1,1,3,1.9082,101,560217
4,1,1,2,E,1.75,70.31,1,1,1,1,0.8081,101,560217
5,1,2,2,E,1.65,45.36,1,1,1,1,1.8927,101,560217
6,2,3,2,E,1.88,65.77,1,2,1,2,2.6133,101,560217
6,2,4,2,E,1.63,61.24,1,1,1,2,1.9082,101,560217
4,2,1,2,C,1.78,64.41,1,2,1,4,1.3026,101,560217
5,1,2,2,E,1.6,61.69,1,1,1,1,1.8927,101,560217
5,1,3,2,E,1.75,70.31,1,1,1,1,0.8113,101,560217
6,1,3,2,E,1.6,56.25,1,1,1,4,0.8113,101,560217
7,1,4,2,E,1.65,57.61,1,2,1,1,1.6763,101,560217
6,1,3,2,E,1.73,48.99,1,3,1,3,0.8113,101,560217
7,1,4,2,E,1.57,47.63,1,2,1,4,0.465,111,558732
4,1,1,2,E,1.68,68.04,1,1,1,1,0.2137,111,558732
6,1,2,2,E,1.5,54.43,1,7,1,4,0.4352,111,558732
6,2,4,2,E,1.85,58.97,1,2,1,4,0.349,111,558732
5,1,3,2,E,1.65,73.48,1,2,1,1,0.3397,111,558732
7,2,4,2,E,1.8,70.31,1,2,1,3,0.349,111,558732
4,2,1,2,E,1.85,58.97,1,1,1,2,0.314,111,558732
5,1,2,2,C,,,1,1,,,0.2603,111,558732
7,2,4,,E,1.78,104.33,1,1,1,1,0.349,111,558732
4,1,1,2,E,1.6,54.43,1,1,1,1,0.2137,111,558732
6,2,3,2,E,1.78,61.24,1,2,2,4,0.2619,111,558732
5,2,2,2,E,,,1,1,1,4,0.2364,111,558732
7,2,3,2,E,1.8,108.86,1,1,1,1,0.2619,111,558732
7,1,4,1,A C E,1.7,52.16,1,1,3,1,0.7035,111,558732
3,1,1,2,E,1.65,70.31,1,1,1,1,0.2137,111,558732
5,1,2,2,E,1.65,53.52,1,2,1,1,0.4352,111,558732
4,1,1,2,E,1.73,114.31,1,2,1,1,0.2137,111,558732
6,2,3,2,C E,1.8,81.65,1,3,1,3,0.1562,111,558732
5,2,3,2,E,1.75,108.86,1,2,1,1,0.2619,111,558732
7,2,4,2,E,1.7,62.14,1,2,1,2,0.349,111,558732
3,1,1,2,E,1.6,104.33,1,1,2,1,0.2137,111,558732
4,1,1,2,E,1.73,95.26,1,3,1,1,0.2137,111,558732
5,2,2,2,C,,,1,7,1,2,0.2375,111,558732
6,2,3,2,E,1.85,88.45,1,1,1,4,0.2619,111,558732
6,2,4,2,A   E,1.85,111.13,2,1,1,3,0.1658,111,558732
7,1,4,2,E,1.57,68.04,1,1,1,1,0.465,111,558732
6,1,3,2,B  E,1.65,81.65,2,2,1,1,0.3397,111,558732
4,1,1,2,E,1.57,54.43,1,1,1,1,0.2137,111,558732
5,2,2,2,E,1.68,56.25,1,2,1,2,0.2364,111,558732
6,2,4,2,E,1.7,64.86,1,7,1,2,0.349,111,558732
4,2,1,2,E,1.68,77.11,1,1,1,4,0.314,111,558732
4,2,2,2,E,1.73,54.43,1,1,1,2,0.2364,111,558732
6,1,3,1,A   E,1.57,86.18,2,4,1,1,0.3285,111,558732
4,2,1,2,E,1.85,102.06,1,1,1,1,0.314,111,558732
5,1,2,2,A   E,1.63,52.62,1,5,1,2,0.1189,111,558732
7,1,4,2,E,1.75,102.06,1,2,1,1,0.465,111,558732
3,2,1,2,E,1.73,52.62,1,1,1,2,0.314,111,558732
5,2,3,2,E,1.73,78.02,1,1,1,4,0.2619,111,558732
5,1,2,2,E,1.55,63.5,2,1,2,3,0.4352,111,558732
5,1,3,2,E,1.57,61.24,1,1,1,1,0.3397,111,558732
4,2,1,2,E,1.7,65.77,1,1,1,2,0.314,111,558732
